,Range,Mean_Pitch,Most_Common_Pitch,Last_Pitch,Most_Common_Rhythmic_Value
"/Users/riakirkwood/Downloads/2619532KMusicCuration.mid",60.0, 62.04, 45.0, 67.0, 0.5
